ID DEPATAMENTO,DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS
27,CHOCO,27001,QUIBDO,27001029,TAGACHI (QUIBDÓ - CHOCO),2020,10,4505,1102.29,44.9,Sábado,10/17/2020 08:30:00 PM,4.5
97,VAUPES,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2020,10,29164,9162.12,117.04,Jueves,10/29/2020 12:30:00 PM,10.15
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACÁ (TARAPACÁ - AMAZONAS),2020,10,23135,9931.58,89.79,Viernes,10/30/2020 06:30:00 PM,10.17
27,CHOCO,27800,UNGUIA,27800005,TITUMATE (UNGUIA - CHOCO),2020,10,12044,5719.89,76.56,Miércoles,10/21/2020 07:30:00 PM,6.1
27,CHOCO,27800,UNGUIA,27800000,UNGUIA (UNGUIA - CHOCO),2020,10,325554,110347.93,85800,Sábado,10/10/2020 07:30:00 PM,17.3
05,ANTIOQUIA,05873,VIGIA DEL FUERTE,05873002,VEGAEZ (VIGIA DEL FUERTE - ANTIOQUIA),2020,10,5788,746.41,35.01,Viernes,10/30/2020 06:45:00 PM,7.7
05,ANTIOQUIA,05873,VIGIA DEL FUERTE,05873000,VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA),2020,10,81968,20014.98,288.29,Lunes,10/26/2020 06:15:00 PM,10.46
19,CAUCA,19418,LOPEZ (MICAY),19418019,ZARAGOZA (LOPEZ (MICAY) - CAUCA),2020,10,12012,5562.15,61.22,Sábado,10/10/2020 08:30:00 PM,9.49
27,CHOCO,27006,ACANDI,27006000,ACANDI (ACANDI - CHOCO),2020,11,567399,236454.06,1099.65,Miércoles,11/04/2020 08:45:00 PM,23.23
52,NARINO,52390,LA TOLA,52390013,AMÁRALES (LA TOLA - NARIÑO),2020,11,11563,3330.78,64.48,Miércoles,11/25/2020 06:45:00 PM,7.28
27,CHOCO,27495,NUQUI,27495001,ARUSÍ (NUQUI - CHOCO),2020,11,8892,4039.6,48,Martes,11/17/2020 06:45:00 PM,8.3
27,CHOCO,27800,UNGUIA,27800001,BALBOA (UNGUIA - CHOCO),2020,11,19366,8029.34,81.31,Sábado,11/07/2020 07:30:00 PM,10.11
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS (BARRANCO MINAS - GUAINíA),2020,11,46450,16211.87,185.4,Jueves,11/19/2020 06:15:00 PM,10.38
52,NARINO,52250,EL CHARCO,52250023,BAZÁN (EL CHARCO - NARIÑO),2020,11,20585,10960,100.8,Sábado,11/21/2020 06:45:00 PM,8.13
27,CHOCO,27099,BOJAYA (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCO),2020,11,98285,42409.85,227.75,Martes,11/03/2020 07:00:00 PM,18.46
19,CAUCA,19418,LOPEZ (MICAY),19418024,BETANIA - NAYA (LÓPEZ (MICAY) - CAUCA),2020,11,6796,2054.41,33.28,Jueves,11/12/2020 11:30:00 AM,10.18
27,CHOCO,27425,MEDIO ATRATO (BETE),27425000,BETE (MEDIO ATRATO (BETE) - CHOCO),2020,11,19772,9589,7200,Sábado,11/14/2020 06:45:00 PM,12.42
52,NARINO,52835,TUMACO,52835055,BOCAS DE CURAY (TUMACO - NARIÑO),2020,11,3836,1801.2,57.6,Domingo,11/29/2020 06:45:00 PM,2.53
52,NARINO,52490,OLAYA HERRERA,52490913,BOCAS DE PRIETA (OLAYA HERRERA - NARIÑO),2020,11,2643,718.67,2400,Domingo,11/15/2020 05:30:00 PM,6.48
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2020,11,12953,7604.35,87.94,Lunes,11/23/2020 06:30:00 PM,6.37
52,NARINO,52250,EL CHARCO,52250003,BOLÍVAR (SAN PEDRO) (EL CHARCO - NARIÑO),2020,11,4494,2904.5,22.3,Martes,11/03/2020 06:45:00 PM,8.15
27,CHOCO,27006,ACANDI,27006003,CAPURGANA (ACANDI - CHOCO),2020,11,247297,99576.22,568100,Viernes,11/13/2020 06:45:00 PM,20.32
97,VAUPES,97161,CARURU,97161000,CARURÚ (CARURÚ - VAUPÉS),2020,11,18190,4704.28,67.23,Jueves,11/26/2020 06:30:00 PM,12.35
99,VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2020,11,22119,8407.3,107.01,Martes,11/24/2020 06:45:00 PM,8.57
19,CAUCA,19809,TIMBIQUI,19809014,CHACÓN (TIMBIQUÍ - CÁUCA),2020,11,4040,887.54,27.82,Jueves,11/05/2020 07:00:00 PM,5.53
52,NARINO,52835,TUMACO,52835012,CHAJAL (TUMACO - NARIÑO),2020,11,11846,4165.28,136.93,Sábado,11/28/2020 07:15:00 PM,3.24
27,CHOCO,27025,ALTO BAUDO (PIE DE PATO),27025000,CIUDAD BAUDO (ALTO BAUDO (PIE DE PATO) - CHOCO),2020,11,42645,11516.96,124.78,Lunes,11/16/2020 06:45:00 PM,22.9
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2020,11,6772,2156.78,40.9,Sábado,11/07/2020 07:45:00 PM,6.39
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE (TIMBIQUÍ - CAUCA),2020,11,6842,3912.92,33.8,Sábado,11/21/2020 07:45:00 PM,8
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO (CUMARIBO - VICHADA),2020,11,294589,125933.5,627.44,Lunes,11/23/2020 05:45:00 PM,23.59
27,CHOCO,27075,BAHIA SOLANO (MUTIS),27075001,CUPICA (BAHÍA SOLANO (MUTIS) - CHOCO),2020,11,57471,21497.41,137.18,Jueves,11/12/2020 07:15:00 PM,23.43
19,CAUCA,19418,LOPEZ (MICAY),19418011,DOS QUEBRADAS NAYA (LÓPEZ (MICAY) - CAUCA),2020,11,6485,2198.64,36.42,Jueves,11/12/2020 07:45:00 PM,7.3
52,NARINO,52473,MOSQUERA,52473010,EL BAJITO DE ECHANDIA (MOSQUERA - NARIÑO),2020,11,4134,532.01,13.75,Jueves,11/05/2020 06:15:00 PM,11.35
52,NARINO,52250,EL CHARCO,52250022,EL CUIL PUEBLO NUEVO (EL CHARCO - NARIÑO),2020,11,4511,2964.47,33.32,Lunes,11/30/2020 08:45:00 PM,5.53
27,CHOCO,27075,BAHIA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO (MUTIS) - CHOCO),2020,11,138122,59124.05,303.6,Jueves,11/05/2020 06:45:00 PM,23.2
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUAN - CAQUETÁ),2020,11,10900,4552.03,34.68,Sábado,11/21/2020 07:00:00 PM,16.48
94,GUAINIA,94001,INIRIDA,94001000,INíRIDA (INíRIDA - GUAINíA),2020,11,1548928,504475.62,3045.68,Jueves,11/12/2020 05:30:00 PM,24
19,CAUCA,19418,LOPEZ (MICAY),19418038,ISLA DE GALLO (LOPEZ (MICAY) - CAUCA),2020,11,2926,973.03,25.95,Jueves,11/26/2020 06:45:00 PM,4.33
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE (CARTAGENA - BOLíVAR),2020,11,15058,7947.72,120.39,Martes,11/03/2020 03:15:00 PM,5.12
27,CHOCO,27372,JURADO,27372000,JURADO (JURADO - CHOCO),2020,11,143913,71872.48,280.32,Martes,11/17/2020 06:45:00 PM,23.59
52,NARINO,52696,SANTA BARBARA (ISCUANDE),52696014,LA ENSENADA (SANTA BARBARA (ISCUANDE) - NARIÑO),2020,11,2444,3451.78,17.66,Sábado,11/07/2020 08:00:00 PM,5.48
27,CHOCO,27099,BOJAYA (BELLAVISTA),27099002,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCO),2020,11,11185,5391.2,60.8,Martes,11/10/2020 07:00:00 PM,8.21
52,NARINO,52390,LA TOLA,52390003,LA VIGÍA (LA TOLA - NARIÑO),2020,11,5724,2861.1,29.88,Sábado,11/21/2020 12:30:00 PM,8.19
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2020,11,2925,0,19.94,Sábado,11/14/2020 09:15:00 PM,5.52
19,CAUCA,19318,GUAPI,19318008,LIMONES (GUAPI - CAUCA),2020,11,10569,2460.07,71.89,Lunes,11/02/2020 07:15:00 PM,7.8
50,META,50325,MAPIRIPAN,50325000,MAPIRIPÁN (MAPIRIPÁN - META),2020,11,147423,61790.96,316.36,Sábado,11/21/2020 06:15:00 PM,23.49
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2020,11,80296,28320.93,194.92,Lunes,11/30/2020 06:30:00 PM,19.6
97,VAUPES,97001,MITU,97001000,MITÚ (MITÚ - VAUPÉS),2020,11,1147959,350878.89,2661.24,Jueves,11/12/2020 11:45:00 AM,22.23
52,NARINO,52390,LA TOLA,52390009,MULATOS (LA TOLA - NARIÑO),2020,11,3936,1956.64,35.07,Lunes,11/09/2020 06:15:00 PM,6.6
27,CHOCO,27099,BOJAYA (BELLAVISTA),27099005,NAPIPI (BOJAYÁ (BELLAVISTA) - CHOCO),2020,11,8978,2942.4,60.8,Lunes,11/23/2020 08:15:00 PM,5.45
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2020,11,24430,10950.94,199.92,Lunes,11/23/2020 06:15:00 PM,6.32
19,CAUCA,19418,LOPEZ (MICAY),19418009,NOANAMITO (LÓPEZ (MICAY) - CAUCA),2020,11,6193,2268,3600,Lunes,11/30/2020 08:15:00 PM,8.27
27,CHOCO,27495,NUQUI,27495000,NUQUI (NUQUI - CHOCO),2020,11,219005,68779,454.08,Viernes,11/06/2020 07:00:00 PM,23.39
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2020,11,63620,22537.39,133.31,Lunes,11/02/2020 09:15:00 PM,19.38
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUIZAMO - PUTUMAYO),2020,11,3718,2067.2,25.6,Domingo,11/22/2020 10:00:00 PM,6.38
52,NARINO,52835,TUMACO,52835016,PITAL (TUMACO - NARIÑO),2020,11,15671,9359,84,Miércoles,11/25/2020 08:30:00 PM,8.1
27,CHOCO,27077,BAJO BAUDO (PIZARRO),27077000,PIZARRO (BAJO BAUDO (PIZARRO) - CHOCO),2020,11,181765,87440.1,365.9,Martes,11/03/2020 07:00:00 PM,21.54
52,NARINO,52835,TUMACO,52835212,PUEBLO NUEVO (TABLÓN SALADO) (TUMACO - NARIÑO),2020,11,3063,1149.82,16.58,Miércoles,11/11/2020 06:15:00 PM,8.26
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUAN - CAQUETA),2020,11,5511,2022.94,41.32,Sábado,11/07/2020 07:45:00 PM,6.6
99,VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2020,11,1693639,592088.42,4191.44,Martes,11/24/2020 02:15:00 PM,23.48
27,CHOCO,27099,BOJAYA (BELLAVISTA),27099008,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2020,11,10519,2668.8,67.2,Domingo,11/29/2020 06:30:00 PM,6.9
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2020,11,45020,14919.34,273.33,Jueves,11/12/2020 07:30:00 PM,6.39
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2020,11,97464,36365.52,218.94,Miércoles,11/04/2020 06:30:00 PM,23.56
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2020,11,11866,4085.49,170.19,Domingo,11/01/2020 08:15:00 PM,2.51
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2020,11,15853,7563.08,83.55,Sábado,11/14/2020 06:30:00 PM,8.26
19,CAUCA,19418,LOPEZ (MICAY),19418012,SAN ANTONIO DE CHUARE (LÓPEZ (MICAY) - CAUCA),2020,11,9302,2987.16,54.05,Domingo,11/29/2020 07:15:00 PM,7.36
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI (GUAPI - CAUCA),2020,11,11806,3166,57.59,Sábado,11/14/2020 07:00:00 PM,8.25
05,ANTIOQUIA,05873,VIGIA DEL FUERTE,05873001,SAN ANTONIO DE PADUA (VIGÍA DEL FUERTE - ANTIOQUIA),2020,11,3412,1370.3,31.42,Sábado,11/14/2020 08:30:00 PM,4.42
27,CHOCO,27006,ACANDI,27006007,SAN FRANCISCO (ACANDI - CHOCO),2020,11,19669,6312.74,122.02,Lunes,11/09/2020 08:00:00 PM,7.57
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA (BUENAVENTURA - VALLE DEL CAUCA),2020,11,6129,2256.22,30.21,Jueves,11/26/2020 06:30:00 PM,8
52,NARINO,52250,EL CHARCO,52250007,SAN JOSÉ (EL CHARCO - NARIÑO),2020,11,15522,3166,8800,Viernes,11/20/2020 08:15:00 PM,7.48
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSÉ (TIMBIQUÍ - CAUCA),2020,11,6790,3908.1,44.47,Martes,11/10/2020 06:30:00 PM,5.56
52,NARINO,52490,OLAYA HERRERA,52490008,SAN JOSÉ CALABAZAL (OLAYA HERRERA - NARIÑO),2020,11,7533,3151.06,45.62,Sábado,11/07/2020 08:00:00 PM,6.28
52,NARINO,52835,TUMACO,52835021,SAN JOSE DEL GUAYABO (TUMACO - NARIÑO),2020,11,2341,602.97,22.52,Sábado,11/14/2020 08:00:00 PM,4.36
52,NARINO,52835,TUMACO,52835902,SAN JUAN COSTA (TUMACO - NARIÑO),2020,11,18960,6932.8,14400,Lunes,11/09/2020 06:30:00 PM,6.12
52,NARINO,52390,LA TOLA,52390016,SAN PABLO DE LA MAR (LA TOLA - NARIÑO),2020,11,4974,1052.94,30.08,Sábado,11/28/2020 08:45:00 PM,6.48
52,NARINO,52520,FRANCISCO PIZARRO,52520013,SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO),2020,11,5307,2620.17,31.07,Sábado,11/07/2020 06:15:00 PM,7.36
27,CHOCO,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDO (EL LITORAL DEL SAN JUAN - CHOCO),2020,11,68524,34600.4,165.92,Miércoles,11/04/2020 07:15:00 PM,17.11
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARÍA (TIMBIQUÍ - CAUCA),2020,11,16222,6452.8,74.94,Sábado,11/21/2020 06:30:00 PM,9.24
52,NARINO,52835,TUMACO,52835091,SANTA ROSA (TUMACO - NARIÑO),2020,11,2550,859.88,29.89,Lunes,11/30/2020 07:00:00 PM,3.33
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2020,11,125334,61219.3,345.7,Jueves,11/12/2020 06:15:00 PM,16.38
52,NARINO,52696,SANTA BARBARA (ISCUANDE),52696022,SECADERO  SEQUIHONDA (SANTA BARBARA (ISCUANDE) - NARIÑO),2020,11,2997,1971.28,14.59,Jueves,11/26/2020 06:45:00 PM,8.54
27,CHOCO,27745,SIPI,27745000,SIPI (SIPI - CHOCO),2020,11,9994,3791.7,74.8,Lunes,11/23/2020 07:15:00 PM,5.3
52,NARINO,52835,TUMACO,52835148,TABLÓN DULCE LA PAMPA (TUMACO - NARIÑO),2020,11,2668,995.78,26.27,Jueves,11/12/2020 07:15:00 PM,4.18
97,VAUPES,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2020,11,28749,9268.82,120.21,Miércoles,11/11/2020 07:00:00 PM,10.15
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACÁ (TARAPACÁ - AMAZONAS),2020,11,22082,9397.57,89.13,Martes,11/03/2020 06:30:00 PM,10.17
27,CHOCO,27800,UNGUIA,27800005,TITUMATE (UNGUIA - CHOCO),2020,11,8962,4052.11,83.86,Miércoles,11/11/2020 09:15:00 PM,4.42
27,CHOCO,27800,UNGUIA,27800000,UNGUIA (UNGUIA - CHOCO),2020,11,335979,111322.2,84700,Miércoles,11/25/2020 06:45:00 PM,18.41
05,ANTIOQUIA,05873,VIGIA DEL FUERTE,05873002,VEGAEZ (VIGIA DEL FUERTE - ANTIOQUIA),2020,11,5709,789.34,46.75,Martes,11/24/2020 05:30:00 PM,7.43
05,ANTIOQUIA,05873,VIGIA DEL FUERTE,05873000,VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA),2020,11,107921,38160.32,294.62,Sábado,11/14/2020 01:00:00 PM,13.51
19,CAUCA,19418,LOPEZ (MICAY),19418019,ZARAGOZA (LOPEZ (MICAY) - CAUCA),2020,11,10859,5110.24,54.46,Domingo,11/15/2020 04:00:00 PM,9.21
27,CHOCO,27006,ACANDI,27006000,ACANDI (ACANDI - CHOCO),2020,12,589832,244762.28,1103.7,Miércoles,12/23/2021 09:00:00 PM,23.49
52,NARINO,52390,LA TOLA,52390013,AMÁRALES (LA TOLA - NARIÑO),2020,12,11516,3380.2,63.94,Martes,12/22/2021 07:45:00 PM,7.23
27,CHOCO,27495,NUQUI,27495001,ARUSÍ (NUQUI - CHOCO),2020,12,9074,3826,49.6,Miércoles,12/16/2021 07:00:00 PM,7.45
27,CHOCO,27800,UNGUIA,27800001,BALBOA (UNGUIA - CHOCO),2020,12,20640,8643.34,88.13,Jueves,12/24/2021 07:30:00 PM,10.22
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS (BARRANCO MINAS - GUAINíA),2020,12,46649,16596.6,177.92,Miércoles,12/23/2021 06:00:00 PM,10.41
52,NARINO,52250,EL CHARCO,52250023,BAZÁN (EL CHARCO - NARIÑO),2020,12,21149,11563.2,10560,Jueves,12/31/2021 07:45:00 PM,8.23
27,CHOCO,27099,BOJAYA (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCO),2020,12,41555,17093.35,20949,Lunes,12/07/2021 06:45:00 PM,8.2
27,CHOCO,27425,MEDIO ATRATO (BETE),27425000,BETE (MEDIO ATRATO (BETE) - CHOCO),2020,12,20830,10015,76,Jueves,12/31/2021 07:00:00 PM,12.4
52,NARINO,52835,TUMACO,52835055,BOCAS DE CURAY (TUMACO - NARIÑO),2020,12,11186,6296.4,62.4,Jueves,12/31/2021 07:45:00 PM,7.54
52,NARINO,52490,OLAYA HERRERA,52490913,BOCAS DE PRIETA (OLAYA HERRERA - NARIÑO),2020,12,2520,664.24,15.84,Jueves,12/31/2021 07:15:00 PM,6.29
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2020,12,13243,7672.91,120.06,Sábado,12/19/2021 11:30:00 AM,6.22
52,NARINO,52250,EL CHARCO,52250003,BOLÍVAR (SAN PEDRO) (EL CHARCO - NARIÑO),2020,12,4061,2199.39,25.34,Jueves,12/17/2021 06:15:00 PM,7.27
27,CHOCO,27077,BAJO BAUDO (PIZARRO),27077905,BUENAVISTA (BAJO BAUDO (PIZARRO) - CHOCO),2020,12,5787,679.79,27.87,Miércoles,12/23/2021 08:30:00 PM,7.49
27,CHOCO,27006,ACANDI,27006003,CAPURGANA (ACANDI - CHOCO),2020,12,296790,228361.06,760.67,Jueves,12/31/2021 07:45:00 PM,20.17
97,VAUPES,97161,CARURU,97161000,CARURÚ (CARURÚ - VAUPÉS),2020,12,19430,5606.06,72.51,Lunes,12/28/2021 06:45:00 PM,12.22
99,VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2020,12,30719,11273.72,105.07,Viernes,12/18/2021 08:30:00 PM,11.48
19,CAUCA,19809,TIMBIQUI,19809014,CHACÓN (TIMBIQUÍ - CÁUCA),2020,12,4584,1091.84,27.38,Jueves,12/31/2021 09:45:00 PM,6.59
52,NARINO,52835,TUMACO,52835012,CHAJAL (TUMACO - NARIÑO),2020,12,22474,7854.84,141.15,Miércoles,12/16/2021 08:00:00 PM,6.15
27,CHOCO,27025,ALTO BAUDO (PIE DE PATO),27025000,CIUDAD BAUDO (ALTO BAUDO (PIE DE PATO) - CHOCO),2020,12,45363,12409.36,108.42,Domingo,12/06/2021 12:15:00 PM,23.43
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE (TIMBIQUÍ - CAUCA),2020,12,7629,4342.67,32.36,Sábado,12/05/2021 06:30:00 PM,9.7
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO (CUMARIBO - VICHADA),2020,12,302059,132241.34,600.16,Miércoles,12/16/2021 02:15:00 PM,23.51
27,CHOCO,27075,BAHIA SOLANO (MUTIS),27075001,CUPICA (BAHÍA SOLANO (MUTIS) - CHOCO),2020,12,58899,22301.98,132.36,Domingo,12/20/2021 07:30:00 PM,24
19,CAUCA,19418,LOPEZ (MICAY),19418011,DOS QUEBRADAS NAYA (LÓPEZ (MICAY) - CAUCA),2020,12,7196,2457.76,35.97,Jueves,12/10/2021 07:30:00 PM,8.19
52,NARINO,52250,EL CHARCO,52250022,EL CUIL PUEBLO NUEVO (EL CHARCO - NARIÑO),2020,12,7867,8360.55,38.98,Jueves,12/31/2021 07:45:00 PM,8.13
27,CHOCO,27075,BAHIA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO (MUTIS) - CHOCO),2020,12,156702,64679.54,335.02,Lunes,12/28/2021 07:00:00 PM,23.52
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUAN - CAQUETÁ),2020,12,13318,5564.6,43.97,Jueves,12/31/2021 07:45:00 PM,18.35
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753015,GUAYABAL (SAN VICENTE DEL CAGUAN - CAQUETÁ),2020,12,6343,3647.67,37.17,Jueves,12/31/2021 06:30:00 PM,7.3
94,GUAINIA,94001,INIRIDA,94001000,INíRIDA (INíRIDA - GUAINíA),2020,12,1576160,528980.32,2949.76,Jueves,12/03/2021 02:15:00 PM,24
19,CAUCA,19418,LOPEZ (MICAY),19418038,ISLA DE GALLO (LOPEZ (MICAY) - CAUCA),2020,12,4586,1456.27,28.64,Jueves,12/31/2021 07:30:00 PM,6.41
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE (CARTAGENA - BOLíVAR),2020,12,18180,9499.61,133.69,Jueves,12/31/2021 03:30:00 PM,5.38
27,CHOCO,27372,JURADO,27372000,JURADO (JURADO - CHOCO),2020,12,158215,78340.56,286.4,Jueves,12/17/2021 09:00:00 PM,23.57
19,CAUCA,19418,LOPEZ (MICAY),19418007,LA CONCHA - CONCEPCION NAYA (LOPEZ (MICAY) - CAUCA),2020,12,3448,566,17.52,Jueves,12/24/2021 08:00:00 PM,8.5
52,NARINO,52696,SANTA BARBARA (ISCUANDE),52696014,LA ENSENADA (SANTA BARBARA (ISCUANDE) - NARIÑO),2020,12,1286,1160.78,17.47,Jueves,12/31/2021 09:30:00 PM,3.7
27,CHOCO,27099,BOJAYA (BELLAVISTA),27099002,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCO),2020,12,12909,6125.6,60.8,Sábado,12/05/2021 07:00:00 PM,9.3
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2020,12,337755,155047.39,705.24,Lunes,12/28/2021 07:00:00 PM,24
52,NARINO,52390,LA TOLA,52390003,LA VIGÍA (LA TOLA - NARIÑO),2020,12,6070,2213.98,31.88,Viernes,12/25/2021 06:45:00 PM,8.21
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2020,12,3737.62,1187570,7083.12,Miércoles,12/02/2021 11:30:00 AM,24
19,CAUCA,19318,GUAPI,19318008,LIMONES (GUAPI - CAUCA),2020,12,11455,2809.01,54.37,Jueves,12/31/2021 08:30:00 PM,8.38
50,META,50325,MAPIRIPAN,50325000,MAPIRIPÁN (MAPIRIPÁN - META),2020,12,150460,62899.43,298.32,Viernes,12/11/2021 06:45:00 PM,23.46
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2020,12,85279,30687.36,194.48,Lunes,12/28/2021 06:15:00 PM,19.19
97,VAUPES,97001,MITU,97001000,MITÚ (MITÚ - VAUPÉS),2020,12,1269524,390513.89,2628.78,Lunes,12/14/2021 12:00:00 PM,24
52,NARINO,52390,LA TOLA,52390009,MULATOS (LA TOLA - NARIÑO),2020,12,3883,1652.29,34.82,Lunes,12/07/2021 06:30:00 PM,6
27,CHOCO,27099,BOJAYA (BELLAVISTA),27099005,NAPIPI (BOJAYÁ (BELLAVISTA) - CHOCO),2020,12,10766,3467.2,60.8,Jueves,12/31/2021 10:00:00 PM,6.37
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2020,12,31022,14827.78,209.52,Martes,12/01/2021 06:30:00 PM,7.29
19,CAUCA,19418,LOPEZ (MICAY),19418009,NOANAMITO (LÓPEZ (MICAY) - CAUCA),2020,12,7545,2498,40,Miércoles,12/30/2021 08:00:00 PM,7.58
27,CHOCO,27495,NUQUI,27495000,NUQUI (NUQUI - CHOCO),2020,12,243554,78213.76,473.79,Miércoles,12/23/2021 07:15:00 PM,24
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2020,12,90408,35238.62,194.88,Domingo,12/27/2021 06:30:00 PM,23.2
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUIZAMO - PUTUMAYO),2020,12,4154,2386.4,28.8,Jueves,12/31/2021 09:00:00 PM,6.22
52,NARINO,52835,TUMACO,52835016,PITAL (TUMACO - NARIÑO),2020,12,21115,12242,88,Jueves,12/31/2021 08:00:00 PM,10.8
27,CHOCO,27077,BAJO BAUDO (PIZARRO),27077000,PIZARRO (BAJO BAUDO (PIZARRO) - CHOCO),2020,12,203289,95364.98,392.3,Lunes,12/07/2021 07:00:00 PM,23.45
52,NARINO,52835,TUMACO,52835212,PUEBLO NUEVO (TABLÓN SALADO) (TUMACO - NARIÑO),2020,12,3539,1343.21,19.42,Sábado,12/19/2021 07:45:00 PM,8.46
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUAN - CAQUETA),2020,12,5697,2204.88,41.56,Jueves,12/24/2021 07:45:00 PM,5.48
99,VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2020,12,2416764,777075.86,4216.08,Miércoles,12/09/2021 02:45:00 PM,24
27,CHOCO,27099,BOJAYA (BELLAVISTA),27099008,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2020,12,10426,2631.6,69.6,Miércoles,12/23/2021 08:15:00 PM,6.3
